park_visited,enjoys_most,other_needs,year,anything_to_add
Candle Lake,Too many people not following the rules with their dogs!!,,2018,"I was very disappointed to find out that the pool at Buffalo Pound was closed, in fact we cancelled our August holiday there and went to another park. My other family members did the same. I was feeling very angry that it cost me extra money to cancel our reservation and then had to book another park and pay another reservation fee. I think that under certain conditions these fees should be waived. Really don't agree that every time a camper has to cancel the  SK.govt. profits makes more profit, I think the"
Great Blue,Would of been so much better with more showers,Pike lake needs benches outside the showers thereâ€™s no place to put your stuff,2018,
Duck Mountain,Everything met our expectations... as always.,,2018,
Meadow Lake,Would have been nice to to have to move sites,,2018,Pets are still not being kept off beaches.
Rowans Ravine,"We enjoy waterfront sites and always are able to book at Pickerel Point... As well,  we are close enough to access water to fill camper if needed. The lake is beautiful to take a boat on and there are several boat launches to use. Nice beach area for kids.",,2018,
Narrow Hills,Itâ€™s a beautiful park,,2018,
Danielson,Park was clean well kept and lots of activities.,,2018,
Moose Mountain,Road conditions in the park. Very rough not grade enough,,2018,
Battlefords,"It seems like the maintenance of the park has gone downhill the past few years. We have been going to SK Landing for many years, and they no longer water any grass, when water is plentiful and would eliminate the need for fire bans. The sprinkler systems are all in place, they just need to be maintained! It is no fun camping without a campfire. The dead trees do not get trimmed, and the weeds/grass does not get cut as much as it used to. The roads are also getting worse every year (ie: potholes, etc)",,2018,"Fire bans are unfortunate, when there is a watering system in place that would prevent that."
Duck Mountain,"Campsites and amenities at the park are wonderful however the campsite booking system is completely flawed.  In my opinion, certain areas of the campground should be set aside for long term camping ( e.g. more than 3 weeks).  Certain very large sites that could accommodate a large camping unit were reserved for a weekend with a tent set up in them.  When that weekend falls within a long stay campers schedule, it disrupts the site for the entire 3 weeks.  Therefore, the parks loses money as that site stays o",,2018,Again the park and Madge Lake is fantastic.  My only 2  suggestion would be to look at the terrible park reservation system and the boat launch at Pickerel Point campground needs maintenance / refurbishing.  Very rocky launch area creating damage to boat trailers and very limited parking for trucks and trailers.
Narrow Hills,Good service,,2018,
22,"it is more of a general Sask Parks,  the booking system.",,2018,"Booking System, is unfair for those who want to book more time, as we are the ones who look after the park during the week, and you are getting paid while we there or not.  To book like a hotel is not getting the week day spots any revenue."
Saskatchewan Landing,Shower pressure and heat of the showers need improving. Also camp programming was minimal compared to the last time we came to the park.,Swimming pools at Buffalo Pound or Echo sometimes lakes are not good for swimming,2018,I feel the pool at Buffalo Pound needs to be repaired for sure noticed while we were there a lot of empty sites and we camped in July in the height of camping season. The main reason we booked Buffalo Pound was for the swimming pool.
Good Spirit,We like Echo on May long weekend as our  first time out for the season  camping trip. It's close to Regina and a relaxing place to camp with friends that weekend.,Outdoor dishwashing station at the service centre,2018,
Saskatchewan Landing,Yes,Overflow / none reservable campground even if means no electricity,2018,Our go to campground is Echo Lake as we know there is always a site available as they have Unserviced/none reservable sites. We like to go camping on the spur of the moment   Our trip to Duck mountain was a little disappointing campsite and washrooms were great but the park was overall run down
Moose Mountain,No complaints.  Easy to book.   Great site.   Had a fun weekend.,Walking trails along water fronts,2018,
Greenwater,We have been camping at Emma Lake for 12+ years and always love it,,2018,When booking a campsite online it is very frustrating when trying to book a site for 5 weeks or more only to discover that it is unavailable only because someone booked a couple night stay and ruined the opportunity for an extended stay.
